timestamp,left_angle,right_angle,left_velocity,right_velocity,phase_left,phase_right,assist_left,assist_right,motion_detected,assist_enabled
2025-12-07 14:43:31.913,0.000192,-0.000192,-0.023346,-0.068208,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 14:43:31.922,0.000192,-0.000959,-0.034333,-0.025177,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 14:43:31.975,0.000192,-0.000959,0.035248,0.014191,0.125703,3.267451,0.000000,0.000000,False,False
2025-12-07 14:43:31.988,0.000192,-0.000959,-0.025177,0.013275,0.206507,3.378481,0.000000,0.000000,False,False
2025-12-07 14:43:32.034,0.000192,-0.000959,0.103914,0.002289,0.262454,3.479170,0.000000,0.000000,False,False
2025-12-07 14:43:32.047,0.000192,-0.000959,-0.061799,0.042573,0.305134,3.574514,0.000000,0.000000,False,False
2025-12-07 14:43:32.093,-0.000192,-0.000959,-0.081025,-0.006867,0.340876,3.669059,0.000000,0.000000,False,False
2025-12-07 14:43:32.106,0.000192,-0.001342,0.012360,-0.071870,0.373524,3.766613,0.000000,0.000000,False,False
2025-12-07 14:43:32.155,0.000192,-0.001342,-0.028840,0.027924,0.405232,3.869905,0.000000,0.000000,False,False
2025-12-07 14:43:32.168,0.000192,-0.000959,-0.099336,0.052644,0.437503,3.980614,0.000000,0.000000,False,False
2025-12-07 14:43:32.215,0.000192,-0.000959,0.009613,0.021515,0.471435,4.099235,0.000000,0.000000,False,False
2025-12-07 14:43:32.228,0.000192,-0.000959,-0.007782,-0.037079,0.507911,4.224636,0.000000,0.000000,False,False
2025-12-07 14:43:32.277,0.000575,-0.001342,-0.025177,-0.025177,0.547770,4.354141,0.000000,0.000000,False,False
2025-12-07 14:43:32.290,0.000192,-0.001342,-0.044404,-0.042573,0.591592,4.484095,0.000000,0.000000,False,False
2025-12-07 14:43:32.338,0.000192,-0.001342,0.005035,0.047150,0.640151,4.611589,0.000000,0.000000,False,False
2025-12-07 14:43:32.352,0.000192,-0.001342,0.047150,0.000458,0.694130,4.736024,0.000000,0.000000,False,False
2025-12-07 14:43:32.411,0.000575,-0.000959,-0.035248,0.059052,0.754248,4.859549,0.000000,0.000000,False,False
2025-12-07 14:43:32.424,0.000192,-0.000959,-0.025177,0.016022,0.821002,4.986506,0.000000,0.000000,False,False
2025-12-07 14:43:32.468,0.000575,-0.000959,0.023346,0.011444,0.895041,5.122898,0.000000,0.000000,False,False
2025-12-07 14:43:32.481,0.000192,-0.000959,-0.008698,-0.047150,0.976642,5.276248,0.000000,0.000000,False,False
2025-12-07 14:43:32.526,0.000192,-0.000959,0.033417,-0.047150,1.065969,5.454650,0.000000,0.000000,False,False
2025-12-07 14:43:32.535,0.000192,-0.001342,-0.031586,-0.023346,1.162675,5.661752,0.000000,0.000000,False,False
2025-12-07 14:43:32.578,0.000192,-0.001342,-0.092927,-0.027008,1.265733,5.885173,0.000000,0.000000,False,False
2025-12-07 14:43:32.591,0.000575,-0.000959,-0.039826,0.015106,1.373328,6.091696,0.000000,0.000000,False,False
2025-12-07 14:43:32.632,0.000192,-0.000959,-0.048066,0.065461,1.482948,6.253572,0.000000,0.000000,False,False
2025-12-07 14:43:32.645,0.000192,-0.000959,-0.046235,-0.051728,1.592121,0.086526,0.000000,0.000000,False,False
2025-12-07 14:43:32.688,0.000575,-0.000959,0.055390,-0.032502,1.699022,0.169185,0.000000,0.000000,False,False
2025-12-07 14:43:32.701,0.000192,-0.001342,-0.032502,-0.038911,1.802868,0.230502,0.000000,0.000000,False,False
2025-12-07 14:43:32.743,0.000192,-0.000959,0.006867,0.039826,1.903768,0.279303,0.000000,0.000000,False,False
2025-12-07 14:43:32.756,0.000192,-0.000959,-0.035248,0.037995,2.002394,0.321063,0.000000,0.000000,False,False
2025-12-07 14:43:32.802,0.000192,-0.001342,-0.048066,0.000458,2.099668,0.359294,0.000000,0.000000,False,False
2025-12-07 14:43:32.812,0.000192,-0.001342,0.039826,0.020600,2.196561,0.396472,0.000000,0.000000,False,False
2025-12-07 14:43:32.824,0.000192,-0.001342,0.009613,0.022431,2.293942,0.434281,0.000000,0.000000,False,False
2025-12-07 14:43:32.837,0.000192,-0.001342,-0.048066,-0.059052,2.392408,0.474001,0.000000,0.000000,False,False
2025-12-07 14:43:32.849,-0.000192,-0.001342,0.031586,0.023346,2.492167,0.516680,0.000000,0.000000,False,False
2025-12-07 14:43:32.862,-0.000192,-0.001342,-0.043488,0.016022,2.592741,0.563221,0.000000,0.000000,False,False
2025-12-07 14:43:32.874,0.000192,-0.001342,-0.000458,0.035248,2.693063,0.614432,0.000000,0.000000,False,False
2025-12-07 14:43:32.887,-0.000192,-0.001342,-0.008698,-0.033417,2.791863,0.671038,0.000000,0.000000,False,False
2025-12-07 14:43:32.899,-0.000192,-0.001342,0.070039,-0.047150,2.887523,0.733674,0.000000,0.000000,False,False
2025-12-07 14:43:32.912,-0.000192,-0.001342,-0.039826,-0.027008,2.978658,0.802864,0.000000,0.000000,False,False
2025-12-07 14:43:32.926,-0.000192,-0.001726,0.015106,-0.011444,3.064273,0.878941,0.000000,0.000000,False,False
2025-12-07 14:43:32.936,-0.000192,-0.001726,-0.016022,-0.021515,3.143909,0.962180,0.000000,0.000000,False,False
2025-12-07 14:43:32.948,-0.000192,-0.001726,-0.010529,0.004120,3.217689,1.052573,0.000000,0.000000,False,False
2025-12-07 14:43:32.961,-0.000192,-0.001726,-0.004120,-0.031586,3.286266,1.149799,0.000000,0.000000,False,False
2025-12-07 14:43:32.974,-0.000192,-0.001726,0.020600,0.011444,3.350691,1.253100,0.000000,0.000000,False,False
2025-12-07 14:43:32.983,-0.000575,-0.001726,-0.012360,0.032502,3.412326,1.361183,0.000000,0.000000,False,False
2025-12-07 14:43:32.996,-0.000192,-0.001726,0.015106,-0.034333,3.472379,1.472289,0.000000,0.000000,False,False
2025-12-07 14:43:33.009,-0.000575,-0.001726,-0.135042,0.051728,3.532334,1.584521,0.000000,0.000000,False,False
2025-12-07 14:43:33.022,-0.000575,-0.001726,0.075532,-0.033417,3.593318,1.696339,0.000000,0.000000,False,False
2025-12-07 14:43:33.035,-0.000575,-0.001726,-0.053559,0.044404,3.656359,1.806909,0.000000,0.000000,False,False
2025-12-07 14:43:33.046,-0.000192,-0.001726,0.081025,0.006867,3.722189,1.916140,0.000000,0.000000,False,False
2025-12-07 14:43:33.057,-0.000192,-0.001726,0.016022,-0.019684,3.791419,2.024483,0.000000,0.000000,False,False
2025-12-07 14:43:33.070,-0.000575,-0.002109,-0.103914,-0.047150,3.864369,2.132711,0.000000,0.000000,False,False
2025-12-07 14:43:33.083,-0.000575,-0.001726,0.023346,-0.043488,3.940952,2.241551,0.000000,0.000000,False,False
2025-12-07 14:43:33.096,-0.000575,-0.001726,-0.069123,-0.015106,4.020919,2.351680,0.000000,0.000000,False,False
2025-12-07 14:43:33.108,-0.000575,-0.001726,-0.014191,-0.005035,4.103854,2.463348,0.000000,0.000000,False,False
