timestamp,left_angle,right_angle,left_velocity,right_velocity,phase_left,phase_right,assist_left,assist_right,motion_detected,assist_enabled
2025-12-07 17:40:49.825,-0.000192,-0.000192,-0.051728,0.028840,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 17:40:49.833,0.001342,0.004027,-0.002289,0.011444,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 17:40:49.888,0.001342,0.003643,-0.016022,-0.021515,0.125936,3.266516,0.000000,0.000000,False,False
2025-12-07 17:40:49.898,0.001726,0.003643,0.075532,0.027924,0.206967,3.376733,0.000000,0.000000,False,False
2025-12-07 17:40:49.941,0.001726,0.003643,0.046235,0.040742,0.263075,3.476685,0.000000,0.000000,False,False
2025-12-07 17:40:49.954,0.001726,0.004027,0.038911,0.016938,0.305888,3.571237,0.000000,0.000000,False,False
2025-12-07 17:40:50.007,0.001726,0.004027,-0.020600,-0.008698,0.341827,3.664973,0.000000,0.000000,False,False
2025-12-07 17:40:50.019,0.001726,0.004027,0.113069,0.046235,0.374581,3.761602,0.000000,0.000000,False,False
2025-12-07 17:40:50.067,0.001726,0.004027,0.058137,0.083772,0.406408,3.863925,0.000000,0.000000,False,False
2025-12-07 17:40:50.080,0.001726,0.004027,-0.044404,0.010529,0.438815,3.973699,0.000000,0.000000,False,False
2025-12-07 17:40:50.129,0.001726,0.004410,-0.004120,0.055390,0.472901,4.091362,0.000000,0.000000,False,False
2025-12-07 17:40:50.139,0.002109,0.004410,0.006867,0.021515,0.509622,4.215942,0.000000,0.000000,False,False
2025-12-07 17:40:50.185,0.001726,0.004027,0.082856,-0.045319,0.549607,4.344869,0.000000,0.000000,False,False
2025-12-07 17:40:50.198,0.001342,0.004027,0.080110,0.077363,0.593594,4.474544,0.000000,0.000000,False,False
2025-12-07 17:40:50.243,0.001342,0.004027,-0.075532,-0.006867,0.642358,4.601981,0.000000,0.000000,False,False
2025-12-07 17:40:50.256,0.001726,0.004027,0.063630,-0.055390,0.696643,4.726394,0.000000,0.000000,False,False
