timestamp,left_angle,right_angle,left_velocity,right_velocity,phase_left,phase_right,assist_left,assist_right,motion_detected,assist_enabled
2025-12-07 17:35:06.472,0.232593,0.061168,0.121309,0.221103,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 17:35:06.479,0.734979,0.427795,0.041657,-0.028840,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 17:35:06.533,0.734596,0.427795,-0.003204,-0.053559,0.274934,3.180328,0.000000,0.000000,False,False
2025-12-07 17:35:06.545,0.734596,0.427795,0.003204,-0.022431,0.452626,3.215659,0.000000,0.000000,False,False
2025-12-07 17:35:06.589,0.734596,0.427412,0.020600,0.024262,0.587824,3.248388,0.000000,0.000000,False,False
2025-12-07 17:35:06.602,0.734596,0.427412,-0.037995,0.001373,0.708918,3.279195,0.000000,0.000000,False,False
2025-12-07 17:35:06.647,0.734596,0.427412,-0.023346,-0.001373,0.829910,3.308842,0.000000,0.000000,False,False
2025-12-07 17:35:06.659,0.734212,0.427412,0.021515,-0.033417,0.958454,3.338064,0.000000,0.000000,False,False
2025-12-07 17:35:06.703,0.734212,0.427412,-0.009613,-0.016938,1.098345,3.367570,0.000000,0.000000,False,False
2025-12-07 17:35:06.716,0.733829,0.428179,-0.057221,0.054475,1.248704,3.397899,0.000000,0.000000,False,False
2025-12-07 17:35:06.762,0.733829,0.428179,-0.016938,-0.020600,1.402887,3.429904,0.000000,0.000000,False,False
2025-12-07 17:35:06.775,0.733829,0.427795,-0.009613,0.067292,1.550247,3.464358,0.000000,0.000000,False,False
2025-12-07 17:35:06.824,0.733445,0.427795,0.031586,-0.092012,1.682601,3.501907,0.000000,0.000000,False,False
2025-12-07 17:35:06.836,0.733445,0.428179,0.022431,0.064546,1.798409,3.543233,0.000000,0.000000,False,False
2025-12-07 17:35:06.882,0.733445,0.427795,-0.006867,0.012360,1.900496,3.589258,0.000000,0.000000,False,False
2025-12-07 17:35:06.895,0.733829,0.428179,-0.017853,-0.005035,1.992611,3.640599,0.000000,0.000000,False,False
2025-12-07 17:35:06.938,0.733445,0.428179,0.015106,-0.055390,2.078114,3.698025,0.000000,0.000000,False,False
2025-12-07 17:35:06.951,0.733829,0.428179,0.018769,0.041657,2.159611,3.762078,0.000000,0.000000,False,False
2025-12-07 17:35:06.993,0.733445,0.427795,-0.021515,0.020600,2.239342,3.833108,0.000000,0.000000,False,False
2025-12-07 17:35:07.005,0.733445,0.428179,-0.081025,0.036164,2.318988,3.910917,0.000000,0.000000,False,False
2025-12-07 17:35:07.049,0.733445,0.428179,0.028840,0.017853,2.399791,3.995068,0.000000,0.000000,False,False
2025-12-07 17:35:07.058,0.733445,0.428179,-0.004120,-0.045319,2.482383,4.084625,0.000000,0.000000,False,False
2025-12-07 17:35:07.100,0.733445,0.428179,0.001373,-0.071870,2.566593,4.178308,0.000000,0.000000,False,False
2025-12-07 17:35:07.112,0.733445,0.428179,0.047150,0.052644,2.651335,4.274682,0.000000,0.000000,False,False
2025-12-07 17:35:07.155,0.733445,0.428562,0.059052,0.018769,2.734682,4.372396,0.000000,0.000000,False,False
2025-12-07 17:35:07.167,0.733445,0.428562,-0.031586,0.086519,2.814230,4.470612,0.000000,0.000000,False,False
2025-12-07 17:35:07.209,0.733062,0.428562,0.019684,-0.101167,2.887729,4.569163,0.000000,0.000000,False,False
2025-12-07 17:35:07.221,0.733062,0.428562,-0.038911,-0.015106,2.953381,4.668743,0.000000,0.000000,False,False
2025-12-07 17:35:07.264,0.733062,0.428562,0.005035,-0.018769,3.010382,4.770945,0.000000,0.000000,False,False
2025-12-07 17:35:07.277,0.733062,0.428562,-0.006867,-0.037079,3.058817,4.878277,0.000000,0.000000,False,False
2025-12-07 17:35:07.321,0.732678,0.428946,-0.020600,-0.005035,3.099510,4.994334,0.000000,0.000000,False,False
2025-12-07 17:35:07.333,0.732295,0.428946,-0.072786,-0.046235,3.133547,5.124090,0.000000,0.000000,False,False
2025-12-07 17:35:07.377,0.732295,0.428946,-0.104829,-0.012360,3.162047,5.274173,0.000000,0.000000,False,False
2025-12-07 17:35:07.389,0.731144,0.428946,-0.056306,-0.005951,3.186400,5.451915,0.000000,0.000000,False,False
2025-12-07 17:35:07.432,0.731144,0.429329,-0.100252,0.017853,3.207339,5.660252,0.000000,0.000000,False,False
2025-12-07 17:35:07.445,0.729610,0.430096,-0.009613,0.013275,3.226039,5.886198,0.000000,0.000000,False,False
2025-12-07 17:35:07.489,0.729227,0.430096,-0.078279,-0.013275,3.242905,6.097297,0.000000,0.000000,False,False
