timestamp,left_angle,right_angle,left_velocity,right_velocity,phase_left,phase_right,assist_left,assist_right,motion_detected,assist_enabled
2025-12-07 16:23:25.246,-0.019367,-0.002109,0.002289,-0.014191,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 16:23:25.253,-0.052348,-0.034707,0.090181,0.011444,0.000000,3.141593,0.000000,0.000000,False,False
2025-12-07 16:23:25.354,-0.052348,-0.034707,-0.007782,-0.024262,0.115027,3.274309,0.000000,0.000000,False,False
2025-12-07 16:23:25.375,-0.052348,-0.030488,0.037995,0.068208,0.189029,3.390443,0.000000,0.000000,False,False
2025-12-07 16:23:25.458,-0.052348,-0.030488,-0.027008,-0.009613,0.240032,3.495798,0.000000,0.000000,False,False
2025-12-07 16:23:25.482,-0.052348,-0.030105,-0.005035,0.110323,0.278542,3.595656,0.000000,0.000000,False,False
2025-12-07 16:23:25.650,-0.052348,-0.030105,0.066377,0.017853,0.310431,3.694916,0.000000,0.000000,False,False
2025-12-07 16:23:25.676,-0.051197,-0.028954,0.027008,0.056306,0.339306,3.797259,0.000000,0.000000,False,False
2025-12-07 16:23:25.801,-0.051197,-0.028954,-0.015106,0.002289,0.366955,3.905694,0.000000,0.000000,False,False
2025-12-07 16:23:25.814,-0.048896,-0.022051,-0.004120,0.077363,0.395192,4.020738,0.000000,0.000000,False,False
2025-12-07 16:23:25.879,-0.048896,-0.021668,-0.090181,0.077363,0.424474,4.143489,0.000000,0.000000,False,False
2025-12-07 16:23:25.899,-0.048896,-0.020517,0.032502,0.068208,0.455604,4.272159,0.000000,0.000000,False,False
2025-12-07 16:23:25.979,-0.048129,-0.009779,0.140536,0.227512,0.489399,4.402703,0.000000,0.000000,False,False
2025-12-07 16:23:25.990,-0.047746,-0.008629,-0.062715,0.269627,0.526388,4.532565,0.000000,0.000000,False,False
2025-12-07 16:23:26.054,-0.047746,-0.007862,0.032502,0.231174,0.567095,4.659480,0.000000,0.000000,False,False
2025-12-07 16:23:26.073,-0.047362,-0.006328,-0.020600,0.157931,0.612177,4.783833,0.000000,0.000000,False,False
2025-12-07 16:23:26.154,-0.042377,-0.005561,0.161593,0.013275,0.662974,4.908724,0.000000,0.000000,False,False
2025-12-07 16:23:26.167,-0.041226,-0.005177,0.106661,-0.000458,0.719337,5.039225,0.000000,0.000000,False,False
2025-12-07 16:23:26.272,-0.040459,-0.004794,0.188144,0.039826,0.781750,5.182064,0.000000,0.000000,False,False
2025-12-07 16:23:26.279,-0.037008,-0.001342,0.060883,0.048066,0.851082,5.345671,0.000000,0.000000,False,False
2025-12-07 16:23:26.354,-0.037008,-0.000959,-0.028840,0.062715,0.927194,5.537379,0.000000,0.000000,False,False
2025-12-07 16:23:26.377,-0.037008,-0.000575,0.051728,0.070954,1.010309,5.756076,0.000000,0.000000,False,False
2025-12-07 16:23:26.466,-0.036624,-0.000575,0.043488,0.092012,1.100404,5.979247,0.000000,0.000000,False,False
2025-12-07 16:23:26.479,-0.035474,-0.000575,0.048981,-0.024262,1.197023,6.170479,0.000000,0.000000,False,False
2025-12-07 16:23:26.549,-0.035474,-0.000575,-0.043488,0.055390,1.298916,0.029692,0.000000,0.000000,False,False
2025-12-07 16:23:26.562,-0.032022,-0.000575,0.117647,0.026093,1.404495,0.130486,0.000000,0.000000,False,False
2025-12-07 16:23:26.644,-0.031639,-0.000575,0.106661,-0.036164,1.511337,0.203224,0.000000,0.000000,False,False
2025-12-07 16:23:26.654,-0.030872,-0.000192,0.112154,-0.015106,1.617393,0.258940,0.000000,0.000000,False,False
2025-12-07 16:23:26.712,-0.030105,-0.000192,0.172580,-0.033417,1.721259,0.304822,0.000000,0.000000,False,False
2025-12-07 16:23:26.733,-0.020134,0.000575,0.199130,-0.009613,1.822102,0.345666,0.000000,0.000000,False,False
2025-12-07 16:23:26.803,-0.018216,0.000192,0.280613,0.024262,1.920144,0.384238,0.000000,0.000000,False,False
2025-12-07 16:23:26.814,-0.016299,0.000575,-0.055390,0.059968,2.015937,0.422774,0.000000,0.000000,False,False
2025-12-07 16:23:26.885,-0.016299,0.000575,-0.045319,0.047150,2.110380,0.462706,0.000000,0.000000,False,False
2025-12-07 16:23:26.898,-0.015915,0.000959,-0.007782,0.005035,2.204246,0.505306,0.000000,0.000000,False,False
